Bus Sedang,Bus Sekolah,BS07,Tanah Abang - Kp Melayu,Jl. Fachrudin -- KH Mas Mansyur -- Karet Tengsin -- Jl. Casablanca -- Jl. Lap Roos -- Kp Melayu Besar -- Jatinegara Barat -- Matraman Raya -- Jatinegara Timur -- Kp Melayu,Kp Melayu -- Jatinegara Timur -- Matraman Raya -- Jatinegara Barat -- Kp Melayu Besar -- Jl. Lap Roos -- Jl. Casablanca -- Karet Tengsin -- KH Mas Mansyur -- Jl. Fachrudin
Bus Besar,Mayasari Bakti,P8,Kp Rambutan - Tg Priok,Term. Kp Rambutan -- TB Simatupang -- Tol Jagorawi -- Sutoyo -- DI Panjaitan -- Achmad Yani -- Yos Sudarso -- Enggano -- Term. Tg Priok,Term. Tg Priok -- Enggano -- Yos Sudarso -- Achmad Yani -- DI Panjaitan -- Sutoyo -- Tol Jagorawi -- TB Simatupang -- Term. Kp Rambutan
Bus Besar,Mayasari Bakti,P8A,Kp Rambutan -- Tg Priok,Term. Kp Rambutan -- TB Simatupang -- Raya Bogor -- Kramat Jati -- Cililitan -- Soetoyo -- DI Panjaitan -- A Yani -- Yos Sudarso -- Enggano -- Term. Tg Priok,Term. Tg Priok -- Enggano -- Yos Sudarso -- A Yani -- DI Panjaitan -- Soetoyo -- Cililitan -- Kramat Jati -- Raya Bogor -- TB Simatupang -- Term. Kp Rambutan
Bus Besar,Mayasari Bakti,P9B,Kampung Rambutan - Bekasi/Ckr,Term. Kampung Rambutan -- TB Simatupang -- Raya Bogor -- Kramat Jati -- Sutoyo -- Tol Cawang -- Bekasi -- Tol Cibitung -- Cikarang -- Term. Bekasi,Term. Bekasi -- Cikarang -- Tol Cibitung -- Bekasi -- Tol Cawang -- Sutoyo -- Kramat Jati -- Raya Bogor -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari Bakti,P10,Bekasi - Term. Senen,Term. Bekasi -- Tol Cikampek -- Tol Layang -- Turun Pintu -- Tol Rawamangun -- Jl. Pramuka -- Salemba Raya -- Kramat Raya -- Senen Raya -- Term. Senen,Term. Senen -- Senen Raya -- Kramat Raya -- Salemba Raya -- Jl. Pramuka -- Tol Rawamangun -- Turun Pintu -- Tol Layang -- Tol Cikampek -- Term. Bekasi
Bus Besar,Mayasari Bakti,P13,Pulo gadung - Blok M,Pulo gadung -- Jl. Raya Bekasi -- Klender -- Jl. Bekasi Timur -- Jl. DI Panjaitan -- Tol Wiyoto W -- Tol Dalam Kota -- Polda -- Jl. Sudirman -- Jl. S Mangaraja -- Term. Blok M Kembali : -- Term. Blok M -- Jl. Hasanudin -- Jl. Patimura -- Jl. Sudirman -- Tol Dalam Kota -- Tol Wiyoto W -- Jl. DI Panjaitan,Jl. DI Panjaitan -- Tol Wiyoto W -- Tol Dalam Kota -- Jl. Sudirman -- Jl. Patimura -- Jl. Hasanudin Kembali : -- Term. Blok M -- Term. Blok M -- Jl. S Mangaraja -- Jl. S Mangaraja -- Jl. Sudirman -- Polda -- Tol Dalam Kota -- Tol Wiyoto W -- Jl. DI Panjaitan -- Jl. Bekasi Timur -- Klender -- Jl. Raya Bekasi -- Pulo gadung
Bus Besar,Mayasari Bakti,P13A,Perum Klender - Blok M,Raya Bekasi Timur -- DI Panjaitan -- MT Haryono -- Gatot Subroto -- Kapt Tendean -- W Mongonsidi -- Trunojoyo -- CSW -- Hasanudin -- Term. Blok M,Term. Blok M -- Hasanudin -- CSW -- Trunojoyo -- W Mongonsidi -- Kapt Tendean -- Gatot Subroto -- MT Haryono -- DI Panjaitan -- Raya Bekasi Timur
Bus Besar,Mayasari bakti,P14,Tanjung Priok - Tanah Abang,Term. Tanjung Priok -- Enggano -- Yos Sudarso -- Suprapto -- Senen Raya -- Pejambon -- Merdeka Timur -- Merdeka Selatan -- Sabang -- Kebon Sirih -- Fachrudin -- Tanah Abang,Tanah Abang -- Fachrudin -- -- Kebon Sirih -- Sabang -- Merdeka Selatan -- Merdeka Timur -- Pejambon -- Senen Raya -- Suprapto -- Yos Sudarso -- Enggano -- Term. Tanjung Priok
Bus Besar,Mayasari Bakti,P15,Kampung Rambutan - Blok M,Term Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Tol Dalam Kota -- Kel Tol Tebet I -- Jl. G Subroto -- Jl. K Tendean -- Jl. W Mangonsidi -- Jl. Trunojoyo -- Term. Blok M,Term. Blok M -- Jl. Trunojoyo -- Jl. W Mangonsidi -- Jl. K Tendean -- Jl. G Subroto -- Kel Tol Tebet I -- Tol Dalam Kota -- Tol Jagorawi -- TB Simatupang -- Term Kampung Rambutan
Bus Besar,Mayasari Bakti,P15A,Cililitan - Ciputat,Term. Cililitan -- Jl. Sutoyo -- Jl. MT Haryono -- Jl. GT Subroto -- Kapt Tendean -- Jl. W Mangonsidi -- Jl. Hasanudin -- Jl. Melawai -- P Polim -- Jl. Fatmawati -- TB Simatupang -- Jl. Ciputat Raya -- Term. Ciputat,Term. Ciputat -- Jl. Ciputat Raya -- TB Simatupang -- Jl. Fatmawati -- P Polim -- Jl. Melawai -- Jl. Hasanudin -- Jl. W Mangonsidi -- Kapt Tendean -- Jl. GT Subroto -- Jl. MT Haryono -- Jl. Sutoyo -- Term. Cililitan
Bus Besar,Mayasari Bakti,P16,Kampung Rambutan - Tanah Abang,Term. Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Sutoyo -- MT Haryono -- Gatot Subroto -- Semanggi -- Sudirman -- MH Tahmrin -- Kebon Sirih Fachrudin -- Kebon Jati -- Tanah Abang,Tanah Abang -- Kebon Jati -- Kebon Sirih Fachrudin -- MH Tahmrin -- Sudirman -- Semanggi -- Gatot Subroto -- MT Haryono -- Sutoyo -- Tol Jagorawi -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari Bakti,P17,Kampung Rambutan - Kota,Term. Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Sutoyo -- DI Panjaitan -- Achmad Yani -- Suprapto -- Galur -- Kemayoran -- GN Sahari -- P jayakarta -- Pintu Besar Utara -- Jl. Bank -- pintu Besar Timur -- Kota (Jl. Lada),Kota (Jl. Lada) -- pintu Besar Timur -- Jl. Bank -- Pintu Besar Utara -- P jayakarta -- GN Sahari -- Kemayoran -- Galur -- Suprapto -- Achmad Yani -- DI Panjaitan -- Sutoyo -- Tol Jagorawi -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari bakti,P17A,Kampung Rambutan - Kota,Term. Kampung Rambutan -- TB Simatupang -- Raya Bogor -- Kramat Jati -- Sutoyo -- DI Panjaitan -- Achmad Yani -- Suprapto -- Senen Raya -- DR Wahidin -- GN Sahari -- Mangga Dua Raya -- Jembatan Batu -- Kali Besar Timur -- Kota (Jl. Lada),Kota (Jl. Lada) -- Kali Besar Timur -- Jembatan Batu -- Mangga Dua Raya -- GN Sahari -- DR Wahidin -- -- Senen Raya -- Suprapto -- Achmad Yani -- DI Panjaitan -- Sutoyo -- Kramat Jati -- Raya Bogor -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari bakti,P18B,Cputat - Karet,Term. Ciputat -- Ciputat Raya -- Rs Fatmawati -- P Polim -- S Mangaraja -- Jend Sudirman -- KHM Mansyur -- Berputar Kembali : -- KHM Mansyur -- Satrio (berputar) -- Jend Masnsyur -- Sisimangaraja -- P Polim -- RS Fatmawati -- Ciputat Raya -- Term. Ciputat,Term. Ciputat -- Ciputat Raya -- RS Fatmawati -- P Polim -- Sisimangaraja -- Jend Masnsyur -- Satrio (berputar) -- KHM Mansyur -- Berputar Kembali : -- KHM Mansyur -- Jend Sudirman -- S Mangaraja -- P Polim -- Rs Fatmawati -- Ciputat Raya -- Term. Ciputat
Bus Besar,Mayasari Bakti,P19B,Kampung Rambutan - Ciledug,Term. Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Jl. Sutoyo -- MT Haryono -- Gatot Subroto -- P tendean -- W Mongonsidi -- Jl. Trunojoyo -- Jl. Kyai Maja -- Jl. Gandaria -- Arteri P Pinang -- Jl. Kebayoran Lama -- Jl. Raya Ciledug --Term. Ciledug,Term. Ciledug -- Jl. Raya Ciledug -- Jl. Kebayoran Lama -- Arteri P Pinang -- Jl. Gandaria -- Jl. Kyai Maja -- Jl. Trunojoyo -- W Mongonsidi -- P Tendean -- G Subroto -- MT Haryono -- Jl. Sutoyo -- Tol Jagorawi -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari Bakti,P27,Term. Blok M - Bekasi/Tol,Term. Blok M -- Jl. Aditia W -- Jl. W Mangonsidi -- Jl. Gunawarman -- Jl. Senopati -- Jl. Sudirman -- Tol Gatot Subroto -- Tol Cawang/Bks -- Jl. Cut Mutiah -- Term. Bekasi Kembali :-- Tol Cawang/Bks -- Tol Gatot Subroto -- Jl. Sudirman -- Jl. S Mangaraja -- Term. Blok M,Term. Blok M -- Jl. S Mangaraja -- Jl. Sudirman -- Tol Gatot Subroto Kembali : -- Tol Cawang/Bks -- Term. Bekasi -- Jl. Cut Mutiah -- Tol Cawang/Bks -- Tol Gatot Subroto -- Jl. Sudirman -- Jl. Senopati -- Jl. Gunawarman -- Jl. W Mangonsidi -- Jl. Aditia W -- Term. Blok M
Bus Besar,Mayasari Bakti,P39,Grogol - Bekasi,Term. Grogol -- S Parman -- Gatot Subroto -- MT Haryono -- Tol Cawang -- Term. Bekasi,Term. Bekasi -- Tol Cawang -- MT Haryono -- Gatot Subroto -- S Parman -- Term. Grogol
Bus Besar,Mayasari Bakti,P40,Tanjung Priok - Bekasi/Tol,Term. Tanjung Priok -- Enggano -- Yos Sudarso -- Layang Tol -- Wiyoto Wiyono -- Tol Cawang -- Term. Bekasi,Term. Bekasi -- Tol Cawang -- Wiyoto Wiyono -- Layang Tol -- Yos Sudarso -- Enggano -- Term. Tanjung Priok
Bus Besar,Mayasari Bakti,P49,Kalideres - Bekasi/Tol,Term. Kalideres -- Daan Mogot -- S Parman -- Tol Cawang/Grg -- Tol Cawang/Ckp -- Term. Bekasi,Term. Bekasi -- Tol Cawang/Ckp -- Tol Cawang/Grg -- S Parman -- Daan Mogot -- Term. Kalideres
Bus Besar,Mayasari Bakti,P50,Tanah Abang -- Bekasi/Tol,Tanah Abang -- Kebon Sirih -- MH Thamrin -- Jend Sudirman -- Tol Cawang/Grg -- Tol Cawang/Ckp -- Term. Bekasi,Term. Bekasi -- Tol Cawang/Ckp -- Tol Cawang/Grg -- Jend Sudirman -- Jend Sudirman -- MH Thamrin -- Kebon Sirih -- Tanah Abang
Bus Sedang,Metromini,S60,Kp. Melayu - Manggarai,Term Kp. Melayu -- Jatinegara Brt -- Bkt Duri Tjk -- Tebet UtaraT-- Tebet Utara --Tebet Barat -- Dr. Supomo -- Dr. Sahardjo -- Minangkabau -- Term. Manggarai,Term. Manggarai -- Minangkabau -- Dr. Sahardjo -- Dr. Supomo -- Tebet Barat -- Tebet Utara -- Bkt Duri Tjk -- Jatinegara Brt -- Term Kp. Melayu
Bus Sedang,Metromini,S61,Manggarai - Kp. Melayu,Term. Manggarai -- St. Manggarai -- Manggarai Utara -- Bk. Duri Puteran --Slamet Riyadi -- Matraman Raya -- Jatinegara Tmr -- Term. Kp. Melayu,Term. Kp. Melayu -- Jatinegara Tmr -- Matraman Raya -- Slamet Riyadi -- Bk. Duri Puteran -- Manggarai Utara -- St. Manggarai -- Term. Manggarai
Bus Sedang,Metromini,S62,Manggarai - Tg. Barat,Term. Manggarai -- Sahardjo -- Supomo -- Pancoran -- Raya Ps. Minggu -- Raya Lt. Agung -- Raya Tj Barat -- Poltangan Raya -- Ptangan R.J.Brt -- Jl. Nangka -- Tanjung Barat,Tanjung Barat -- Jl. Nangka -- Ptangan R.J.Brt -- Poltangan Raya -- Raya Tj Barat -- Raya Lt. Agung -- Raya Ps. Minggu -- Pancoran -- Supomo -- Sahardjo -- Term. Manggarai
K W K,-,B05,Puri Mall - Kapuk PP,Puri Mall -- Walikota Jakbar -- Raya Kembangan -- Komp. Permata B -- Mesjid Al Fatwa -- Bojong Raya -- Jl. Arimbi -- Jl. Bima - Sinta -- Jl. Jagung Raya -- Jl. Cempaka -- Cengkareng DRN -- Daan Mogot -- Cengkareng DRN -- Koramil CKR -- Tanggul Barat -- Raya Kapuk,Raya Kapuk -- Tanggul Barat -- Koramil CKR -- Cengkareng DRN -- Daan Mogot -- Cengkareng DRN -- Jl. Cempaka -- Jl. Jagung Raya -- Jl. Bima - Sinta -- Jl. Arimbi -- Bojong Raya -- Mesjid Al Fatwa -- Komp. Permata B -- Raya Kembangan -- Walikota Jakbar -- Puri Mall
K W K,-,B06,Term. Kota - Kamal,Term. Kota -- Jl. Kopi -- Bandengan Selatan -- Teluk Gong -- Kapuk -- Kamal,Kamal -- Kapuk -- Teluk Gong -- Bandengan Selatan -- Jl. Kopi -- Term. Kota
Bus Besar,Mayasari Bakti,P51,Bekasi - Velbak,Term. Bekasi -- IR Juanda -- Joyomartono -- Tol Cikampek -- Tol Dalam Kota -- Gatot Subroto -- Jend Sudirman -- Bund Senayan -- Hang Tuah -- Pakubuwono 6 -- Bumi -- Kyai Maja -- Velbak Kembali : -- Velbak -- P Buwono 6 -- Hanglekir -- A Afrika -- Pintu Satu -- Sudirman -- Semanggi -- G Subroto -- Tol Dalam Kota -- Tol Cikampek -- Joyomartono -- Term. Bekasi,Term. Bekasi -- Joyomartono -- Tol Cikampek -- Tol Dalam Kota -- G Subroto -- Semanggi -- Sudirman -- Pintu Satu -- A Afrika -- Hanglekir -- P Buwono 6 -- Velbak Kembali : -- Velbak -- Kyai Maja -- Bumi -- Pakubuwono 6 -- Hang Tuah -- Bund Senayan -- Jend Sudirman -- Gatot Subroto -- Tol Dalam Kota -- Tol Cikampek -- Joyomartono -- IR Juanda -- Term. Bekasi
Bus Besar,Mayasari Bakti,P55,Kampung Melayu - Grogol,Term. Kampung Melayu -- Kp Melayu Besar -- Casablanca -- Jati Baru -- Rasuna Said -- Gatot Subroto -- S Parman -- Term. Grogol,Term. Grogol -- S Parman -- Gatot Subroto -- Rasuna Said -- Jati Baru -- Casablanca -- Kp Melayu Besar -- Term. Kampung Melayu
Bus Besar,Mayasari Bakti,P56,Pasar Baru - Term. Ciledug,Pasar Baru -- Jl. GN Sahari -- Pasar Senen -- Jl. Senen Raya -- Jl. Kwini -- Jl. Pejambon -- Jl. Merdeka Timur -- Jl. Merdeka Utara -- Gatot Subroto -- Arteri PD Indah -- Jl. Keb Lama -- Jl. Ciledug Raya -- Term. Ciledug,Term. Ciledug -- Jl. Ciledug Raya -- Jl. Keb Lama -- Arteri PD Indah -- Gatot Subroto -- Jl. Merdeka Utara -- Jl. Merdeka Timur -- Jl. Pejambon -- Jl. Kwini -- Jl. Senen Raya -- Pasar Senen -- Jl. GN Sahari -- Pasar Baru
Bus Besar,Mayasari Bakti,P58,Kota - Term. bekasi,Kota (Jl. Lada) -- Raya Mangga Dua -- Gunung Sahari -- PRJK -- Tanah Tinggi Timur -- Jend Soeprapto -- Jend Ach Yani -- Tol W Wiyono -- Tol Cikampek -- Term. Bekasi,Term. Bekasi -- Tol Cikampek -- Tol W Wiyono -- Jend Ach Yani -- Jend Soeprapto -- Tanah Tinggi Timur -- PRJK -- Gunung Sahari -- Raya Mangga Dua -- Kota (Jl. Lada)
Bus Besar,Mayasari Bakti,P59,Lebak Bulus - Term. Bekasi,Term. Lebak Bulus -- Raya Lebak Bulus -- TB Simatupang -- Jl. Raya Bogor -- Cililitan -- May Jend Sutoyo -- Tol Cikampek -- Term. Bekasi,Term. Bekasi -- Tol Cikampek -- May Jend Sutoyo -- Cililitan -- Jl. Raya Bogor -- TB Simatupang -- Raya Lebak Bulus -- Term. Lebak Bulus
Bus Besar,Mayasari Bakti,P75,Pulo gadung - Muara Angke,Term. Pulo gadung -- Jl. Bekasi Timur -- Jl. Pemuda -- Jl. Pramuka -- Jl. Matraman Raya -- Jl. Salemba -- Jl. Kramat Raya -- Jl. Senen Raya -- Kwini -- Pejambon -- Merdeka Timur -- Merdeka Utara -- Jl. Majapahit -- Hsym Ashari -- Kyai Tapa -- Latumetten -- Jembatan II -- Jembatan III -- Pluit Indah -- Muara Karang -- Term. MA Angke,Term. MA Angke -- Muara Karang -- Pluit Indah -- Jembatan III -- Jembatan II -- Latumetten -- Kyai Tapa -- Hsym Ashari -- Jl. Majapahit -- Merdeka Utara -- Merdeka Timur -- Pejambon -- Kwini -- Jl. Senen Raya -- Jl. Kramat Raya -- Jl. Salemba -- Jl. Matraman Raya -- Jl. Pramuka -- Jl. Pemuda -- Jl. Bekasi Timur -- Term. Pulo gadung
Bus Besar,Mayasari Bakti,P80,Term. Tg Priok - Depok,Term. Tg Priok -- Jl. Enggano -- Yos Sudarso -- Tol Jagorawi -- Pintu Tol Hek -- Raya Bogor -- Lenteng Agung -- Jl. Margonda Raya -- Terminal Depok,Terminal Depok -- Jl. Margonda Raya -- -- Lenteng Agung -- Raya Bogor -- Pintu Tol Hek -- Tol Jagorawi -- Yos Sudarso -- Jl. Enggano -- Term. Tg Priok
Bus Besar,Mayasari Bakti,P83,Term. Pulo gadung - Kota,Term. Pulo gadung -- P Kemerdekaan -- Jl. Suprapto -- Jl. Galur -- PRJ Kemayoran -- Run Way PRJK -- Jl. Angkasa -- Jl. GN Sahari -- Jl. Mangga Dua -- Jembatan Batu -- Kali Besar Timur -- Term. Kota,Term. Kota -- Kali Besar Timur -- Jembatan Batu -- Jl. Mangga Dua -- GN Sahari -- Jl. Angkasa -- Run Way PRJK -- PRJ Kemayoran -- Jl. Galur -- Jl. Suprapto -- P Kemerdekaan -- Term. Pulo gadung
Bus Besar,Mayasari Bakti,P98,Kampung Rambutan - Pulo Gadung,Term. Kampung Rambutan -- Jl. TB Simatupang -- Jl. Raya Bogor -- Jl. Raya PD Gede -- Tol TMII -- Tol Layang -- Turun Pintu -- Tol Rawamangun -- Jl. Pemuda -- Jl. Raya Bekasi -- Term. Pulo Gadung,Term. Pulo Gadung -- Jl. Raya Bekasi -- Jl. Pemuda -- Tol Rawamangun -- Turun Pintu -- Tol Layang -- Tol TMII -- Jl. Raya PD Gede -- Jl. Raya Bogor -- Jl. TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari Bakti,P121,Pinang Ranti - Daan Mogot,Term. Pinang Ranti -- Jl. Raya pondok Gede -- Tol TMII -- Tol Dalam Kota -- Grogol -- Daan Mogot Baru,Daan Mogot Baru -- Grogol -- Tol Dalam Kota -- Tol TMII -- Jl. Raya pondok Gede -- Term. Pinang Ranti
Bus Besar,Mayasari Bakti,AC02,Kampung Rambutan - Kalideres,Term. Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Tol Dalam Kota -- Kel Tol Slipi -- Jl. S Parman -- Jl. Daan Mogot -- Term. Kalideres,Term. Kalideres -- Jl. Daan Mogot -- Jl. S Parman -- Kel Tol Slipi -- Tol Dalam Kota -- Tol Jagorawi -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari Bakti,AC03,Tanjung Priok,Term. Tanjung Priok -- Jl. Enggano -- Jl. Yos Sudarso -- Berputar -- masuk T Plumpang -- Tol Dalam Kota -- Kel T Jemb 3 -- Jl. Latumenten -- Jl. Daan Mogot --Term. Kalideres,Term. Kalideres -- Jl. Daan Mogot -- Jl. Latumenten -- Kel T Jemb 3 -- Tol Dalam Kota -- masuk T Plumpang -- Berputar -- Jl. Y Sudarso -- Jl. Enggano -- Term. Tanjung Priok
Bus Besar,Mayasari Bakti,AC04,Kampung Rambutan - Kota,Term. Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Sutoyo -- DI Panjaitan -- Achmad Yani -- Suprapto -- Kramat Bunder -- Senen Raya -- DR Wahidin -- Gunung Sahari -- Mangga Dua -- Pintu Besar Utara -- Kota/BNI46,Kota/BNI46 -- Pintu Besar Utara -- Mangga Dua -- Gunung Sahari -- DR Wahidin -- Senen Raya -- Kramat Bunder -- Suprapto -- Achmad Yani -- DI Panjaitan -- Sutoyo -- Tol Jagorawi
Bus Besar,Mayasari Bakti,AC05,Term. Blok M - bekasi/Tol,Term. Blok M -- Jl. Hasanudin -- Jl. Patimura -- Jl. Sudirman -- Semanggi -- Tol Gatot Subroto -- Tol Cawang/Bks -- Jl. Cut Mutiah -- Term. Bekasi Kembali : -- Tol Cwg/Bks -- Tol Gatot Subroto -- Semanggi -- Jl. Sudirman -- Jl. S Mangaraja -- Term. Blok M,Term. Blok M -- Jl. S Mangaraja -- Jl. Sudirman -- Semanggi -- Tol Gatot Subroto -- Tol Cwg/Bks Kembali : -- Term. Bekasi -- Jl. Cut Mutiah -- Tol Cawang/Bks -- Tol Gatot Subroto -- Semanggi -- Jl. Sudirman -- Jl. Patimura -- Jl. Hasanudin -- Term. Blok M
Bus Besar,Mayasari Bakti,AC06,Pulo gadung - Blok M,Term. Pulo gadung -- Raya Bekasi Timur -- Jl. Pemuda -- Achmad Yani -- DI Panjaitan -- MT Haryono -- Gatot Subroto -- KPT Tendean -- W Mongonsidi -- Iskandarsyah -- Melawai -- Trunojoyo --Term. Blok M,Term. Blok M -- Trunojoyo -- Melawai -- Iskandarsyah -- W Mongonsidi -- KPT Tendean -- Gatot Subroto -- MT Haryono -- DI Panjaitan -- Achmad Yani -- Jl. Pemuda -- Raya Bekasi Timur -- Term. Pulo gadung
Bus Besar,Mayasari Bakti,AC07,Kampung Rambutan - Tanjung Priok,Term. Kampung Rambutan -- TB Simatupang -- Tol Jagorawi -- Sutoyo -- DI Panjaitan -- Achmad Yani -- Yos Sudarso -- Enggano -- Term. Tanjung Priok,Term. Tanjung Priok -- Enggano -- Yos Sudarso -- Achmad Yani -- DI Panjaitan -- Sutoyo -- Tol Jagorawi -- TB Simatupang -- Term. Kampung Rambutan
Bus Besar,Mayasari Bakti,AC24,Term. Senen - Bekasi,Term. Senen -- Kramat Raya -- Salemba Raya -- Matraman Raya -- Jatinegara Timur -- Achmad Yani -- DI Panjaitan -- Tol Cikampek --Term. Bekasi,Term. Bekasi -- Tol Cikampek -- DI Panjaitan -- Achmad Yani -- Jatinegara Timur -- Matraman Raya -- Salemba Raya -- Kramat Raya -- Term. Senen
Bus Besar,Mayasari Bakti,AC25,Term. Tanjung Priok -- Bekasi,Term. Tanjung Priok -- Enggano -- Yos SUdarso -- Tol W Wiyono -- Tol Cikampek -- Term. Bekasi,Term. Bekasi -- Tol Cikampek -- Tol W Wiyono -- Yos SUdarso -- Enggano -- Term. Tanjung Priok
Bus Besar,Mayasari Bakti,AC26,Term. Grogol - Bekasi,Term. Grogol -- S Parman -- Gatot Subroto -- MT Haryono -- Tol Dalam Kota -- Tol Cikampek -- Term. Bekasi,Term. Bekasi -- Tol Cikampek -- Tol Dalam Kota -- MT Haryono -- Gatot Subroto -- S Parman -- Term. Grogol
Bus Besar,Mayasari Bakti,AC27,Kota - Bekasi,Kota (Jl. Lada) -- Jl. Lada -- Raya Mangga Dua -- Gunung Sahari -- Ran Way PRJK -- Tanah Tinggi Tmr -- Suprapto -- Achmad Yani -- Tol W Wiyono -- Tol Cikampek -- M Joyomartono -- IR Juanda -- Term. Bekasi,Term. Bekasi -- IR Juanda -- M Joyomartono -- Tol Cikampek -- Tol W Wiyono -- Achmad Yani -- Suprapto -- Tanah Tinggi Tmr -- Ran Way PRJK -- Gunung Sahari -- Raya Mangga Dua -- Jl. Lada -- Kota (Jl. Lada)
Bus Besar,Mayadari Bakti,AC28,Term. Blok M - Bekasi,Term. Blok M -- ST Hasanudin -- W Mongnsidi -- Tendean -- Gatot Subroto -- Tol Dalam Kota -- Tol Cikampek -- Term. Bekasi,Term. Bekasi -- Tol Cikampek -- Tol Dalam Kota -- Gatot Subroto -- Tendean -- W Mongnsidi -- ST Hasanudin -- Term. Blok M
Bus Besar,Mayasari Bakti,AC29,Term. Kalideres - Bekasi,Term. kalideres -- Raya Daan Mogot -- S Parman -- Tol Dalam Kota -- Tol Cikampek -- Term. Bekasi,Term. Bekasi -- Tol Cikampek -- Tol Dalam Kota -- S Parman -- Raya Daan Mogot -- Term. kalideres
Bus Besar,Mayasari Bakti,AC33,Term. Grogol - Tangerang,Term. Grogol -- Jl. Kyai Tapa -- TJl. Cideng Tmr -- Jl. K Caringin -- Jl. Tomang Raya -- Masuk Tol K Jeruk -- Tol Jkt/ Tgr -- Kel Tol Islamic -- Perum Karawaci -- Tangerang,Tangerang -- Perum Karawaci -- Kel Tol Islamic -- Tol Jkt/ Tgr -- Masuk Tol K Jeruk -- Jl. Tomang Raya -- Jl. K Caringin -- Jl. Cideng Tmr -- Jl. Kyai Tapa -- Term. Grogol
Bus Besar,Mayasari Bakti,AC34,Term. Blok M - Term. Cimone/Tg,Term. Blok M -- Jl. Hasanudin -- Jl. Patimura -- Jl. Sudirman -- Semanggi -- Tol Gatot subroto -- Jl. S parman -- Tol Jakarta/Tgr -- Term. Cimone/Tgr Kembali : -- Tol Jkt/Tgr -- Jl. S Parman -- Tol Gatot Subroto -- Semanggi -- Jl. Sudirman -- Jl. S Mangaraja,Jl. S Mangaraja -- Jl. Sudirman -- Semanggi -- Tol Gatot Subroto -- Jl. S Parman -- Kembali : -- Tol Jkt/Tgr -- Term. Cimone/Tgr -- Tol Jakarta/Tgr -- Jl. S parman -- Tol Gatot subroto -- Semanggi -- Jl. Sudirman -- Jl. Patimura -- Jl. Hasanudin -- Term. Blok M
Bus Besar,Mayasari Bakti,AC35,Term. Senen - Ciledug,Term. Senen -- Kramat Raya -- Salemba Raya -- Proklamasi -- P Diponegoro -- Imam Bonjol -- Jend. Sudirman -- Hanglekir -- Pakubuwono -- Kebayoran Lama -- Raya Ciledug -- Term. Ciledug,Term. Ciledug -- Raya Ciledug -- Kebayoran Lama -- Pakubuwono -- -- Hanglekir -- Jend. Sudirman -- Imam Bonjol -- P Diponegoro -- Proklamasi -- Salemba Raya -- Kramat Raya -- Term. Senen
Bus Besar,Mayasari Bakti,AC41,Lebak Bulus - Kalideres,Term. Lebak Bulus -- Jl. Met Pd Indah -- Jl. Iskandarsyah MD -- Jl. T N Arief -- Jl. Soepono -- Jl. Panjang -- Jl. Daan Mogot -- Term. Kalideres,Term. Kalideres -- Jl. Daan Mogot -- Jl. Panjang -- Jl. Soepono -- Jl. T N Arief -- Jl. Iskandarsyah MD -- Jl. Met Pd Indah -- Term. Lebak Bulus
K W K,-,T05,Term. Cililitan - Setu,Term. Cililitan -- Raya Bogor -- Pasar Hek -- Raya Pondok Gede -- Pintu 2 TMII -- Lubang Buaya -- Rawa Binong -- Pagelaran -- Setu,Setu -- Pagelaran -- Rawa Binong -- Lubang Buaya -- Pintu 2 TMII -- Raya Pondok Gede -- Pasar Hek -- Raya Bogor -- Term. Cililitan
Bus Besar,Mayasari Bakti,AC42,Pulo gadung - Cileungsi,Term. Pulo gadung -- Jl. P Kemerdekaan -- Jl. A Yani -- Masuk Pintu Tol -- Cemp Put -- Tol Dalam Kota -- Tol Jagorawi -- Kel Tol Cibubur -- Jl. Alt Cibubur -- Term. Cileungsi,Term. Cileungsi -- Jl. Alt Cibubur -- Kel Tol Cibubur -- Tol Jagorawi -- Tol Dalam Kota -- Cemp Put -- Masuk Pintu Tol -- Jl. A Yani -- Jl. P Kemerdekaan -- Term. Pulo gadung
K W K,-,T05A,Lubang Buaya - Kampung Rambutan,Jl. Raya Lubang Buaya -- Cedang -- Jl. Pagelaran -- Jl. Bantar Jati -- Jl. Rukun -- Jl. Raya Setu -- Raya Mabes Hankam -- Lingkar Luar Selatan -- Term. Kampung Rambutan,Term. Kampung Rambutan -- Lingkar Luar Selatan -- Raya Mabes Hankam -- Jl. Raya Setu -- Jl. Rukun -- Jl. Bantar Jati -- Jl. Pagelaran -- Cedang -- Jl. Raya Lubang Buaya
